      0.00000     -0.167700
     0.167700     -0.167700
     0.335400     -0.167700
     0.503100     -0.167700
     0.670800     -0.167700
     0.838500     -0.167700
      1.00620     -0.167700
      1.17390     -0.167700
      1.34160     -0.167700
      1.50930     -0.167700
     0.00000      0.00000
     0.167700      0.00000
     0.335400      0.00000
     0.503100      0.00000
     0.670800      0.00000
     0.838500      0.00000
      1.00620      0.00000
      1.17390      0.00000
      1.34160      0.00000
      1.50930      0.00000
      0.00000     0.167700
     0.167700     0.167700
     0.335400     0.167700
     0.503100     0.167700
     0.670800     0.167700
     0.838500     0.167700
      1.00620     0.167700
      1.17390     0.167700
      1.34160     0.167700
      1.50930     0.167700
      0.00000     0.335400
     0.167700     0.335400
     0.335400     0.335400
     0.503100     0.335400
     0.670800     0.335400
     0.838500     0.335400
      1.00620     0.335400
      1.17390     0.335400
      1.34160     0.335400
      1.50930     0.335400
      0.00000     0.503100
     0.167700     0.503100
     0.335400     0.503100
     0.503100     0.503100
     0.670800     0.503100
     0.838500     0.503100
      1.00620     0.503100
      1.17390     0.503100
      1.34160     0.503100
      1.50930     0.503100
      0.00000     0.670800
     0.167700     0.670800
     0.335400     0.670800
     0.503100     0.670800
     0.670800     0.670800
     0.838500     0.670800
      1.00620     0.670800
      1.17390     0.670800
      1.34160     0.670800
      1.50930     0.670800
      0.00000     0.838500
     0.167700     0.838500
     0.335400     0.838500
     0.503100     0.838500
     0.670800     0.838500
     0.838500     0.838500
      1.00620     0.838500
      1.17390     0.838500
      1.34160     0.838500
      1.50930     0.838500
      0.00000      1.00620
     0.167700      1.00620
     0.335400      1.00620
     0.503100      1.00620
     0.670800      1.00620
     0.838500      1.00620
      1.00620      1.00620
      1.17390      1.00620
      1.34160      1.00620
      1.50930      1.00620
      0.00000      1.17390
     0.167700      1.17390
     0.335400      1.17390
     0.503100      1.17390
     0.670800      1.17390
     0.838500      1.17390
      1.00620      1.17390
      1.17390      1.17390
      1.34160      1.17390
      1.50930      1.17390
      0.00000      1.34160
     0.167700      1.34160
     0.335400      1.34160
     0.503100      1.34160
     0.670800      1.34160
     0.838500      1.34160
      1.00620      1.34160
      1.17390      1.34160
      1.34160      1.34160
      1.50930      1.34160
      0.00000      1.50930
     0.167700      1.50930
     0.335400      1.50930
     0.503100      1.50930
     0.670800      1.50930
     0.838500      1.50390
      1.00620      1.50390
      1.17390      1.50390
      1.34160      1.50390
      1.50930      1.50390
